Grossenhain;DE;13.550000;51.283329;280.080000;279.150000;281.150000;broken clouds
el hed;DZ;4.773610;36.650002;291.150000;291.150000;291.150000;scattered clouds
Souma;DZ;2.905280;36.518330;291.150000;291.150000;291.150000;broken clouds
Rouached;DZ;6.042670;36.457741;288.990000;286.150000;291.150000;broken clouds
Reggane;DZ;0.171400;26.715759;304.314000;304.314000;304.314000;Sky is Clear
Metlili Chaamba;DZ;3.633330;32.266670;291.150000;291.150000;291.150000;sand
El Abiodh Sidi Cheikh;DZ;0.548390;32.893002;289.364000;289.364000;289.364000;few clouds
Robit;ET;39.633331;12.016670;298.764000;298.764000;298.764000;Sky is Clear
Mekele;ET;39.475281;13.496670;299.114000;299.114000;299.114000;Sky is Clear
Kolito;ET;38.083328;7.316670;303.014000;303.014000;303.014000;Sky is Clear
Lambasa;FJ;179.383331;-16.416670;301.364000;301.364000;301.364000;scattered clouds
Cayenne;FR;1.628030;49.558578;281.490000;281.150000;282.150000;mist
Newtownards;GB;-5.690920;54.592361;283.150000;283.150000;283.150000;Sky is Clear
Poti;GE;41.671970;42.146160;283.170000;282.150000;284.150000;broken clouds
Tafo;GH;-1.612750;6.734530;305.214000;305.214000;305.214000;few clouds
Shama Junction;GH;-1.630110;5.008720;302.264000;302.264000;302.264000;Sky is Clear
Saltpond;GH;-1.060580;5.209130;306.314000;306.314000;306.314000;Sky is Clear
Dunkwa;GH;-1.779950;5.965620;305.514000;305.514000;305.514000;Sky is Clear
Pita;GN;-12.400000;11.083330;306.714000;306.714000;306.714000;few clouds
Grytviken;GS;-36.509201;-54.281109;274.764000;274.764000;274.764000;overcast clouds
Ti Port-de-Paix;HT;-72.833328;19.933331;295.064000;295.064000;295.064000;sky is clear
Tanjungbalai;ID;99.800003;2.966670;303.514000;303.514000;303.514000;sky is clear
Reuleuet;ID;96.283333;5.216670;300.614000;300.614000;300.614000;scattered clouds
Judieda Makr;IL;35.154999;32.925560;288.500000;286.150000;291.150000;mist
Yeola;IN;74.483330;20.033331;304.714000;304.714000;304.714000;Sky is Clear
Yellapur;IN;74.716667;14.966670;307.714000;307.714000;307.714000;Sky is Clear
Yaval;IN;75.699997;21.166670;305.064000;305.064000;305.064000;Sky is Clear
Old Harbour;JM;-77.108978;17.941441;299.150000;299.150000;299.150000;few clouds
New Kingston;JM;-76.783188;18.007469;299.150000;299.150000;299.150000;few clouds
Mocimboa;MZ;40.349998;-11.316670;304.314000;304.314000;304.314000;few clouds
Tulsipur;NP;82.297256;28.130989;292.314000;292.314000;292.314000;Sky is Clear
Cambridge;NZ;175.440201;-37.878220;287.714000;287.714000;287.714000;scattered clouds
Bidbid;OM;58.128300;23.407860;303.714000;303.714000;303.714000;Sky is Clear
Bawshar;OM;58.398899;23.555630;303.714000;303.714000;303.714000;Sky is Clear
Badiyah;OM;58.799999;22.450001;305.514000;305.514000;305.514000;Sky is Clear
As Suwayq;OM;57.438610;23.849440;298.014000;298.014000;298.014000;Sky is Clear
Uchiza;PE;-76.463333;-8.459170;292.664000;292.664000;292.664000;few clouds
Aguadilla;PR;-67.154068;18.427450;298.514000;298.514000;298.514000;few clouds
Safonovo;RU;33.216671;55.150002;279.964000;279.964000;279.964000;Sky is Clear
Koidu;SL;-10.833330;8.416670;304.414000;304.414000;304.414000;Sky is Clear
Prakhon Chai;TH;103.120811;14.605920;301.614000;301.614000;301.614000;light rain
Kocaali;TR;30.852779;41.053360;276.814000;276.814000;276.814000;moderate rain
Vwawa;TZ;32.933331;-9.116670;298.164000;298.164000;298.164000;light rain
Jamestown;US;-79.235329;42.097000;265.220000;264.150000;266.150000;light snow
Grand Junction;US;-108.550652;39.063869;277.150000;277.150000;277.150000;sky is clear
Shofirkon;UZ;64.501389;40.119999;284.580000;283.150000;286.150000;Sky is Clear
Qushkupir;UZ;60.345558;41.535000;284.150000;284.150000;284.150000;dust
Parkent;UZ;69.676392;41.294441;281.150000;281.150000;281.150000;Sky is Clear
Pop;UZ;71.108887;40.873611;277.150000;277.150000;277.150000;broken clouds
Paxtakor;UZ;67.954437;40.315281;278.464000;278.464000;278.464000;Sky is Clear
Novyy Turtkul;UZ;61.016670;41.549999;284.150000;284.150000;284.150000;dust
Manghit;UZ;60.059719;42.115559;284.150000;284.150000;284.150000;dust
Haqqulobod;UZ;72.116669;40.916672;279.514000;279.514000;279.514000;Sky is Clear
Iskandar;UZ;69.700829;41.553890;281.150000;281.150000;281.150000;Sky is Clear
Hazorasp;UZ;61.074169;41.319439;284.150000;284.150000;284.150000;dust
Chinoz;UZ;68.769722;40.936390;281.150000;281.150000;281.150000;Sky is Clear
Buka;UZ;69.198608;40.810829;281.150000;281.150000;281.150000;Sky is Clear
Beruniy;UZ;60.752499;41.691109;284.150000;284.150000;284.150000;dust
Bektemir;UZ;69.334167;41.209721;281.150000;281.150000;281.150000;Sky is Clear
Quva;UZ;72.072922;40.522041;277.150000;277.150000;277.150000;broken clouds
Anaco;VE;-64.472778;9.438890;296.714000;296.714000;296.714000;Sky is Clear
Palo Negro;VE;-67.541939;10.173890;292.864000;292.864000;292.864000;scattered clouds
Mucumpiz;VE;-71.133331;8.416670;285.114000;285.114000;285.114000;light rain
Los Rastrojos;VE;-69.241661;10.025880;294.164000;294.164000;294.164000;light rain
Las Tejerias;VE;-67.184723;10.252370;291.714000;291.714000;291.714000;few clouds
Lagunillas;VE;-71.259460;10.130080;299.514000;299.514000;299.514000;light rain
El Limon;VE;-67.632118;10.305890;292.864000;292.864000;292.864000;scattered clouds
Tacarigua;VE;-67.919823;10.086210;292.864000;292.864000;292.864000;scattered clouds
Viet Tri;VN;105.430832;21.301941;292.914000;292.914000;292.914000;overcast clouds
Albardon;AR;-68.525558;-31.437220;290.150000;290.150000;290.150000;Sky is Clear
Buzovna;AZ;50.113899;40.517891;284.150000;284.150000;284.150000;broken clouds
Amirdzhan;AZ;49.983608;40.426392;284.150000;284.150000;284.150000;broken clouds
Satkhira;BD;89.099998;22.716669;303.150000;303.150000;303.150000;haze
Garango;BF;-0.550560;11.800000;311.014000;311.014000;311.014000;sky is clear
Muramvya;BI;29.607901;-3.268200;296.914000;296.914000;296.914000;light rain
Tchaourou;BJ;2.597520;8.886490;308.764000;308.764000;308.764000;Sky is Clear
Bassila;BJ;1.665400;9.008140;308.864000;308.864000;308.864000;Sky is Clear
Viana;BR;-45.003609;-3.220280;298.964000;298.964000;298.964000;overcast clouds
Sao Joao dos Inhamuns;BR;-40.283329;-6.000000;297.114000;297.114000;297.114000;light rain
Solanea;BR;-35.540001;-6.755000;301.714000;301.714000;301.714000;light rain
Sobradinho;BR;-39.099998;-12.833330;302.064000;302.064000;302.064000;Sky is Clear
Bondo;CD;23.686649;3.814610;309.664000;309.664000;309.664000;light rain
Ippy;CF;21.224680;6.267930;307.714000;307.714000;307.714000;scattered clouds
Puerto Quellon;CL;-73.616669;-43.116669;286.150000;286.150000;286.150000;light rain
Nacimiento;CL;-72.666672;-37.500000;285.614000;285.614000;285.614000;broken clouds
Mbanga;CM;9.567100;4.501600;296.150000;296.150000;296.150000;thunderstorm with light rain
Mamfe;CM;9.312300;5.754000;306.414000;306.414000;306.414000;few clouds
Ksar Chellala;DZ;2.318890;35.212219;289.014000;289.014000;289.014000;few clouds
Kerkera;DZ;6.585560;36.929169;291.150000;291.150000;291.150000;scattered clouds
El Affroun;DZ;2.625280;36.470100;291.150000;291.150000;291.150000;broken clouds
Al Qurayn;EG;31.735140;30.616180;293.150000;293.150000;293.150000;Sky is Clear
Al Ayyat;EG;31.257500;29.619720;295.440000;293.150000;298.150000;few clouds
Abu al Matamir;EG;30.174379;30.910179;291.660000;291.150000;292.150000;scattered clouds
Metahara;ET;39.916672;8.900000;303.514000;303.514000;303.514000;Sky is Clear
Korem;ET;39.522781;12.505830;300.364000;300.364000;300.364000;Sky is Clear
Giyon;ET;37.983330;8.533330;301.464000;301.464000;301.464000;Sky is Clear
Gimbi;ET;35.833328;9.166670;301.764000;301.764000;301.764000;light rain
Genet;ET;38.500000;9.066670;298.150000;298.150000;298.150000;Sky is Clear
Finote Selam;ET;37.266670;10.700000;299.064000;299.064000;299.064000;scattered clouds
Dodola;ET;39.183331;6.983330;296.964000;296.964000;296.964000;scattered clouds
Butajira;ET;38.366669;8.116670;297.564000;297.564000;297.564000;Sky is Clear
Asaita;ET;41.439442;11.563610;308.764000;308.764000;308.764000;Sky is Clear
Asasa;ET;39.200001;7.100000;296.964000;296.964000;296.964000;scattered clouds
Areka;ET;37.700001;7.066670;303.014000;303.014000;303.014000;Sky is Clear
Orvault;FR;-1.621900;47.270950;284.170000;283.150000;285.150000;Sky is Clear
Tanjungtiram;ID;98.369904;4.061300;301.764000;301.764000;301.764000;few clouds
Percut;ID;98.863998;3.625300;302.214000;302.214000;302.214000;scattered clouds
Perbaungan;ID;98.956001;3.567900;302.214000;302.214000;302.214000;scattered clouds
Labuhan Deli;ID;98.673798;3.727800;303.164000;303.164000;303.164000;few clouds
Deli Tua;ID;98.683899;3.507800;303.164000;303.164000;303.164000;few clouds
Bireun;ID;96.700897;5.203000;300.814000;300.814000;300.814000;few clouds
Wiradesa;ID;109.619003;-6.892200;302.164000;302.164000;302.164000;scattered clouds
Weru;ID;108.503700;-6.711000;299.664000;299.664000;299.664000;light rain
Welahan;ID;110.716667;-6.800000;297.914000;297.914000;297.914000;light rain
Wangon;ID;109.053886;-7.516110;301.914000;301.914000;301.914000;scattered clouds
Ungaran;ID;110.404999;-7.139720;296.714000;296.714000;296.714000;light rain
Tulungagung;ID;111.902496;-8.065700;297.214000;297.214000;297.214000;broken clouds
Tayu;ID;111.051804;-6.539700;297.914000;297.914000;297.914000;light rain
Randudongkal;ID;109.324303;-7.098100;296.514000;296.514000;296.514000;broken clouds
Plumbon;ID;108.472778;-6.705000;299.664000;299.664000;299.664000;light rain
Parung;ID;106.733063;-6.421390;304.150000;304.150000;304.150000;scattered clouds
Panji;ID;114.099541;-7.725280;297.314000;297.314000;297.314000;light rain
Pangkalanbuun;ID;111.616669;-2.683330;300.014000;300.014000;300.014000;scattered clouds
Pamulang;ID;106.738327;-6.342780;304.150000;304.150000;304.150000;scattered clouds
Pakisaji;ID;112.598099;-8.066500;294.464000;294.464000;294.464000;light rain
Lahat;ID;103.533333;-3.800000;299.664000;299.664000;299.664000;few clouds
Labuan;ID;105.830002;-6.378400;301.064000;301.064000;301.064000;few clouds
Kutoarjo;ID;109.912781;-7.716940;301.164000;301.164000;301.164000;broken clouds
Kroya;ID;109.246109;-7.633060;301.914000;301.914000;301.914000;scattered clouds
Krian;ID;112.579201;-7.410400;300.150000;300.150000;300.150000;scattered clouds
Klungkung;ID;115.400002;-8.533330;296.514000;296.514000;296.514000;scattered clouds
Kijang;ID;104.633331;0.900000;300.914000;300.914000;300.914000;light rain
Ketanggungan;ID;108.890999;-6.938300;296.714000;296.714000;296.714000;light rain
Jekulo;ID;110.926201;-6.805700;297.914000;297.914000;297.914000;light rain
Godean;ID;110.293892;-7.769720;298.814000;298.814000;298.814000;broken clouds
Cimahi;ID;107.542503;-6.872220;298.614000;298.614000;298.614000;broken clouds
Buduran;ID;112.723396;-7.428100;300.150000;300.150000;300.150000;scattered clouds
Bondowoso;ID;113.821449;-7.913460;297.314000;297.314000;297.314000;light rain
Bojonegoro;ID;111.881699;-7.150200;296.364000;296.364000;296.364000;light rain
Bima;ID;118.716667;-8.466670;298.714000;298.714000;298.714000;light rain
Bangil;ID;112.818604;-7.599390;300.150000;300.150000;300.150000;scattered clouds
Maghar;IL;35.407028;32.889839;288.760000;286.150000;291.150000;mist
Wokha;IN;94.266670;26.100000;293.564000;293.564000;293.564000;Sky is Clear
Warora;IN;79.000000;20.233330;304.164000;304.164000;304.164000;Sky is Clear
Waraseoni;IN;80.033333;21.750000;302.364000;302.364000;302.364000;Sky is Clear
Wadi;IN;76.983330;17.066669;305.814000;305.814000;305.814000;light rain
Virarajendrapet;IN;75.800003;12.200000;303.164000;303.164000;303.164000;light rain
Virar;IN;72.800003;19.466669;304.150000;304.150000;304.150000;smoke
Vettaikkaranpudur;IN;76.933327;10.566670;308.150000;308.150000;308.150000;scattered clouds
Vedaraniyam;IN;79.849998;10.366670;301.314000;301.314000;301.314000;Sky is Clear
Vasudevanallur;IN;77.416672;9.233330;296.414000;296.414000;296.414000;heavy intensity rain
Vadakku Valliyur;IN;77.650002;8.383330;299.664000;299.664000;299.664000;moderate rain
Usilampatti;IN;77.800003;9.966670;303.150000;303.150000;303.150000;broken clouds
Uravakonda;IN;77.266670;14.950000;307.964000;307.964000;307.964000;scattered clouds
Uran;IN;72.939720;18.876940;304.150000;304.150000;304.150000;smoke
Upleta;IN;70.283333;21.733330;304.150000;304.150000;304.150000;Sky is Clear
Uppal Kalan;IN;78.559113;17.405769;307.150000;307.150000;307.150000;haze
Unnao;IN;80.500000;26.533331;299.150000;299.150000;299.150000;haze
Unjha;IN;72.400002;23.799999;303.314000;303.314000;303.314000;broken clouds
Un;IN;71.766670;23.883329;303.564000;303.564000;303.564000;broken clouds
Umreth;IN;73.116669;22.700001;307.150000;307.150000;307.150000;Sky is Clear
Umred;IN;79.333328;20.850000;306.150000;306.150000;306.150000;haze
Turaiyur;IN;78.616669;11.166670;308.150000;308.150000;308.150000;scattered clouds
Todaraisingh;IN;75.483330;26.016670;299.664000;299.664000;299.664000;broken clouds
Titlagarh;IN;83.150002;20.299999;304.164000;304.164000;304.164000;Sky is Clear
Tisaiyanvilai;IN;77.883331;8.333330;302.314000;302.314000;302.314000;few clouds
Tiruvalla;IN;76.566673;9.383330;296.714000;296.714000;296.714000;moderate rain
Terdal;IN;75.050003;16.500000;306.364000;306.364000;306.364000;Sky is Clear
Teonthar;IN;81.650002;24.983330;298.964000;298.964000;298.964000;Sky is Clear
Tekkali;IN;84.233330;18.616671;303.314000;303.314000;303.314000;scattered clouds
Tekari;IN;84.833328;24.933331;302.150000;302.150000;302.150000;Sky is Clear
Tarn Taran;IN;74.925278;31.450001;297.220000;296.150000;298.150000;haze
Tarana;IN;76.033333;23.333330;300.514000;300.514000;300.514000;Sky is Clear
Tanuku;IN;81.699997;16.750000;306.514000;306.514000;306.514000;scattered clouds
Tanakpur;IN;80.116669;29.083330;294.864000;294.864000;294.864000;few clouds
Talwara;IN;75.866669;31.948610;296.414000;296.414000;296.414000;broken clouds
Taloda;IN;74.216667;21.566669;303.714000;303.714000;303.714000;Sky is Clear
Taliparamba;IN;75.349998;12.050000;303.164000;303.164000;303.164000;light rain
Taleigao;IN;73.800003;15.466670;302.664000;302.664000;302.664000;Sky is Clear
Taki;IN;88.921387;22.586109;303.150000;303.150000;303.150000;haze
Suriapet;IN;79.616669;17.150000;306.664000;306.664000;306.664000;few clouds
Suluru;IN;80.016670;13.700000;301.664000;301.664000;301.664000;scattered clouds
Sultanpur;IN;75.199722;31.215281;296.150000;296.150000;296.150000;scattered clouds
Suket;IN;76.033333;24.650000;299.914000;299.914000;299.914000;Sky is Clear
Suar;IN;79.050003;29.033331;295.164000;295.164000;295.164000;sky is clear
Srivaikuntam;IN;77.933327;8.616670;302.314000;302.314000;302.314000;few clouds
Srisailam;IN;78.866669;16.083330;303.764000;303.764000;303.764000;light rain
Sriramnagar;IN;78.255440;17.266520;307.150000;307.150000;307.150000;haze
Sriperumbudur;IN;79.948891;12.968890;305.150000;305.150000;305.150000;scattered clouds
Sopur;IN;74.466667;34.299999;286.150000;286.150000;286.150000;broken clouds
Songadh;IN;73.566673;21.166670;305.064000;305.064000;305.064000;Sky is Clear
Sonari;IN;95.033333;27.066669;300.150000;300.150000;300.150000;haze
Sojat;IN;73.666672;25.916670;299.864000;299.864000;299.864000;overcast clouds
Sohagpur;IN;78.199997;22.700001;300.264000;300.264000;300.264000;Sky is Clear
Siwana;IN;72.416672;25.633329;303.014000;303.014000;303.014000;overcast clouds
Siwan;IN;84.366669;26.216669;298.514000;298.514000;298.514000;Sky is Clear
Sitarganj;IN;79.699997;28.933331;295.064000;295.064000;295.064000;few clouds
Siruguppa;IN;76.900002;15.633330;307.614000;307.614000;307.614000;scattered clouds
Sirsilla;IN;78.833328;18.383329;303.414000;303.414000;303.414000;Sky is Clear
Singarayakonda;IN;80.033333;15.250000;303.264000;303.264000;303.264000;sky is clear
Singanallur;IN;77.016670;11.000000;308.150000;308.150000;308.150000;scattered clouds
Sikka;IN;69.833328;22.433331;306.814000;306.814000;306.814000;Sky is Clear
Sidhi;IN;81.883331;24.416670;298.914000;298.914000;298.914000;Sky is Clear
Sidhauli;IN;80.833328;27.283331;299.150000;299.150000;299.150000;haze
Siddhapur;IN;72.383331;23.916670;303.314000;303.314000;303.314000;broken clouds
Shujalpur;IN;76.716667;23.400000;300.164000;300.164000;300.164000;Sky is Clear
Shiggaon;IN;75.233330;15.000000;307.714000;307.714000;307.714000;Sky is Clear
Shertallai;IN;76.333328;9.700000;301.764000;301.764000;301.764000;light rain
Shahpur;IN;76.833328;16.700001;305.814000;305.814000;305.814000;light rain
Sehore;IN;77.083328;23.200001;300.164000;300.164000;300.164000;Sky is Clear
Secunderabad;IN;78.542633;17.504271;307.150000;307.150000;307.150000;haze
Sayla;IN;71.466667;22.549999;305.864000;305.864000;305.864000;Sky is Clear
Savda;IN;75.883331;21.150000;305.064000;305.064000;305.064000;Sky is Clear
Sathyamangalam;IN;77.250000;11.516670;308.150000;308.150000;308.150000;scattered clouds
Sarwar;IN;75.000000;26.066669;299.214000;299.214000;299.214000;broken clouds
Sardulgarh;IN;75.250000;29.700001;295.464000;295.464000;295.464000;broken clouds
Sardarshahr;IN;74.483330;28.433331;300.714000;300.714000;300.714000;few clouds
Saoner;IN;78.900002;21.383329;306.150000;306.150000;306.150000;haze
Sangola;IN;75.199997;17.433331;304.814000;304.814000;304.814000;Sky is Clear
Sangod;IN;76.283333;24.916670;299.664000;299.664000;299.664000;Sky is Clear
Sangaria;IN;74.449997;29.799999;296.664000;296.664000;296.664000;broken clouds
Sandur;IN;76.550003;15.100000;305.864000;305.864000;305.864000;light rain
Sanchor;IN;71.772217;24.755280;304.264000;304.264000;304.264000;broken clouds
Sanawad;IN;76.066673;22.183331;303.214000;303.214000;303.214000;Sky is Clear
Samdari;IN;72.583328;25.816669;305.150000;305.150000;305.150000;broken clouds
Sambalpur;IN;83.966667;21.450001;302.114000;302.114000;302.114000;Sky is Clear
Sakleshpur;IN;75.783333;12.966670;294.064000;294.064000;294.064000;moderate rain
Sainthia;IN;87.666672;23.950001;299.014000;299.014000;299.014000;Sky is Clear
Rusera;IN;86.033333;25.750000;298.264000;298.264000;298.264000;Sky is Clear
Robertsganj;IN;83.066673;24.700001;297.614000;297.614000;297.614000;Sky is Clear
Remuna;IN;86.872223;21.526110;300.514000;300.514000;300.514000;Sky is Clear
Rehli;IN;79.083328;23.633329;299.014000;299.014000;299.014000;Sky is Clear
Raybag;IN;74.783333;16.483330;307.214000;307.214000;307.214000;Sky is Clear
Raxaul;IN;84.849998;26.983330;299.664000;299.664000;299.664000;few clouds
Ratlam;IN;75.066673;23.316669;300.814000;300.814000;300.814000;sky is clear
Rasipuram;IN;78.166672;11.466670;300.964000;300.964000;300.964000;moderate rain
Rampura;IN;75.233330;30.250000;295.464000;295.464000;295.464000;broken clouds
Raisen;IN;77.800003;23.333330;299.064000;299.064000;299.064000;Sky is Clear
Raipur;IN;78.099998;30.316669;286.914000;286.914000;286.914000;scattered clouds
Pusad;IN;77.583328;19.900000;304.364000;304.364000;304.364000;Sky is Clear
Punalur;IN;76.933327;9.000000;305.150000;305.150000;305.150000;scattered clouds
Puliyangudi;IN;77.416672;9.166670;296.414000;296.414000;296.414000;heavy intensity rain
Pithapuram;IN;82.266670;17.116671;303.614000;303.614000;303.614000;Sky is Clear
Piriyapatna;IN;76.099167;12.339720;299.164000;299.164000;299.164000;light rain
Pipri;IN;75.533333;19.799999;307.150000;307.150000;307.150000;Sky is Clear
Pipar;IN;73.537781;26.385559;305.150000;305.150000;305.150000;broken clouds
Pilani;IN;75.604103;28.368401;299.814000;299.814000;299.814000;scattered clouds
Pihani;IN;80.199997;27.633329;297.764000;297.764000;297.764000;scattered clouds
Periyakulam;IN;77.550003;10.116670;303.150000;303.150000;303.150000;broken clouds
Pattukkottai;IN;79.316673;10.433330;302.414000;302.414000;302.414000;few clouds
Patharia;IN;79.199997;23.900000;299.064000;299.064000;299.064000;Sky is Clear
Pathardi;IN;75.183327;19.166670;304.214000;304.214000;304.214000;Sky is Clear
Pathalgaon;IN;83.466667;22.566669;298.514000;298.514000;298.514000;Sky is Clear
Patamundai;IN;86.566673;20.566669;300.514000;300.514000;300.514000;scattered clouds
Paonta Sahib;IN;77.616669;30.450001;290.364000;290.364000;290.364000;broken clouds
Pandua;IN;88.283333;23.083330;303.150000;303.150000;303.150000;haze
Panagar;IN;79.983330;23.299999;298.714000;298.714000;298.714000;Sky is Clear
Pali;IN;81.050003;23.350000;299.214000;299.214000;299.214000;Sky is Clear
Osmanabad;IN;76.050003;18.166670;306.164000;306.164000;306.164000;Sky is Clear
Nuzvid;IN;80.849998;16.783331;308.150000;308.150000;308.150000;scattered clouds
Nongstoin;IN;91.266670;25.516670;291.764000;291.764000;291.764000;Sky is Clear
Neem ka Thana;IN;75.800003;27.733330;299.014000;299.014000;299.014000;scattered clouds
Nimbahera;IN;74.683327;24.616671;300.564000;300.564000;300.564000;Sky is Clear
Nelamangala;IN;77.389999;13.102220;302.680000;302.150000;303.150000;scattered clouds
Navalgund;IN;75.366669;15.566670;307.664000;307.664000;307.664000;Sky is Clear
Nattam;IN;78.233330;10.233330;303.150000;303.150000;303.150000;broken clouds
Anjarah;JO;35.756531;32.306301;287.690000;287.150000;288.150000;scattered clouds
Youkaichi;JP;136.197678;35.116261;278.514000;278.514000;278.514000;light rain
Ushibuka;JP;130.022781;32.190559;283.314000;283.314000;283.314000;sky is clear
Suzaka;JP;138.316666;36.650002;270.514000;270.514000;270.514000;few clouds
Susaki;JP;133.283325;33.366669;282.150000;282.150000;282.150000;few clouds
Sueyoshi;JP;131.016663;31.650000;284.220000;282.150000;286.150000;few clouds
Shinichi;JP;133.266663;34.549999;279.150000;279.150000;279.150000;scattered clouds
Ono;JP;132.266663;34.283329;281.630000;279.150000;284.150000;light intensity shower rain
Hofu;JP;131.566666;34.049999;282.670000;281.150000;283.150000;scattered clouds
Haebaru;JP;127.871941;26.336941;290.480000;290.150000;291.150000;scattered clouds
Ongjin;KP;125.361938;37.934719;277.364000;277.364000;277.364000;Sky is Clear
Kosan;KP;127.418060;38.855831;271.964000;271.964000;271.964000;Sky is Clear
Haeju;KP;125.714722;38.040562;280.150000;280.150000;280.150000;few clouds
Neietsu;KR;128.468216;37.184471;275.150000;275.150000;275.150000;sky is clear
Reiko;KR;126.509438;35.275002;276.614000;276.614000;276.614000;Sky is Clear
Yeoju;KR;127.633888;37.295830;279.650000;275.150000;282.150000;sky is clear
Yanggu;KR;127.989441;38.105831;275.400000;275.150000;276.150000;sky is clear
Mungyeong;KR;128.199463;36.594582;280.010000;279.150000;281.150000;broken clouds
Kurye;KR;127.464439;35.209438;275.514000;275.514000;275.514000;Sky is Clear
Cheongsong gun;KR;129.057007;36.433510;280.150000;280.150000;280.150000;Sky is Clear
Chinchon;KR;127.443329;36.856670;280.150000;278.150000;282.150000;haze
Hwawon;KR;128.500824;35.801670;280.490000;280.150000;281.150000;broken clouds
Ar Riqqah;KW;48.094719;29.145830;299.150000;299.150000;299.150000;sky is clear
Qulsary;KZ;54.019779;46.953072;281.214000;281.214000;281.214000;Sky is Clear
Balyqshy;KZ;51.866669;47.066669;283.150000;283.150000;283.150000;Sky is Clear
Lenger;KZ;69.883926;42.183010;281.150000;281.150000;281.150000;Sky is Clear
Georgievka;KZ;81.576111;49.331390;267.664000;267.664000;267.664000;Sky is Clear
Matara;LK;80.535278;5.948510;301.464000;301.464000;301.464000;few clouds
Kalutara;LK;79.959297;6.583100;304.150000;304.150000;304.150000;few clouds
Voinjama;LR;-9.747780;8.421940;302.014000;302.014000;302.014000;Sky is Clear
Zaltan;LY;11.866470;32.947010;293.214000;293.214000;293.214000;Sky is Clear
Zana;PE;-79.584167;-6.922220;297.150000;297.150000;297.150000;Sky is Clear
Querecotillo;PE;-80.645561;-4.837780;294.414000;294.414000;294.414000;broken clouds
Picsi;PE;-79.769722;-6.717780;297.150000;297.150000;297.150000;Sky is Clear
Paita;PE;-81.114441;-5.089170;295.664000;295.664000;295.664000;overcast clouds
Lambayeque;PE;-79.906113;-6.701110;297.150000;297.150000;297.150000;Sky is Clear
